tract,GEOID,county,has_computer,broadband,median_age,mean_d_mbps,mean_u_mbps,mean_lat_ms,index
6.02,53075000602, Whitman County,1.0435109025628517,0.33739048640325275,-2.051206448792393,0.12299072011166762,2.9177987183399683,-0.3605116454087608,1.3124421835603572
7.0,53075000700, Whitman County,0.3523237330177162,0.11878751417102011,1.0279151665426125,-0.8491271755189062,0.9769717497273239,0.8787309026925882,0.16109952286817963
8.0,53075000800, Whitman County,-0.38276173105311334,-0.7362844970119016,0.5578202634380316,-1.8089348074515081,0.22639708148228,1.795621582904401,-1.7532256386047693
9.0,53075000900, Whitman County,-0.06305508895039909,-0.16636253055026307,0.9574009310769253,-0.32239622527680994,4.574737060311432,-0.6920936906379596,0.6286043016872316
10.0,53075001000, Whitman County,0.6806583140674302,0.07024913455833753,0.8868866956112379,-1.7649486238557583,-0.10571172883841773,0.34590001824261885,0.04129016246570892
9501.0,53001950100, Adams County,0.274352524247453,0.006799789801851434,0.3227728118857411,-1.626318433582646,-0.9375212194147945,0.735404289353846,-0.4912936586037251
9502.0,53001950200, Adams County,-0.9328945871339182,-1.0672739440766588,0.0759729877558359,-1.6343848222018924,-0.9561168609049143,1.6375569339056566,-2.5581006097043213
9503.01,53001950301, Adams County,-2.553383377674509,-2.083190036109378,-0.6761788572114935,-1.3253157117085452,-0.7967759955925968,1.6012459572375917,-4.528879481357707
9503.02,53001950302, Adams County,-2.0895149922389242,-2.0124333973636293,-1.1815308780489182,-1.3380529791870932,-0.6531932363631375,0.8234865651379117,-4.031819526021213
9503.03,53001950303, Adams County,-1.952031455673414,-1.8640166054615108,-1.1815308780489182,-1.4903884746936247,-0.7598419575695828,0.5007949880078715,-3.7714585331860677
9504.0,53001950400, Adams County,-2.1745737745187625,-1.9188384293990335,-1.6633781537311139,0.8024865407701796,-0.05130308854018965,-0.19353029822774276,-3.203467252979041
9505.0,53001950500, Adams County,-1.5601296983229647,-1.564354948769307,-1.8396637423953317,-0.10070422357017257,0.020748693437773722,-0.09770248966593768,-2.712267710970051
